id,latitude,longitude
"93",8.4194352734,92.0053550849
"94",33.5844127444,79.6662618565
"95",15.3771067404,69.6301358455
"96",26.0929657203,69.0246096587
"97",15.0120426952,83.9728571410
"98",16.8372634334,73.9169962046
"99",15.9267846516,73.7973216895
"100",6.9311917921,77.9746390326
"101",29.4497864155,96.7883668561
"102",23.2871074213,74.0316563866
"103",17.2478290894,90.2617679652
"104",36.1152581563,81.1122336027
"105",31.4730321367,84.2350952017
"106",17.9749063621,81.0683934830
"107",11.2573730975,76.9524922872
"108",31.3807138201,83.7582996093
"109",29.8030780811,70.4200286788
"110",10.5046092842,69.5229971035
"111",35.0846518256,73.9332096130
"112",8.6506033363,79.6869798667
"113",13.2582805164,93.1134706925
"114",7.5571009912,93.1957153655
"115",26.2407088582,92.5117850323
"116",30.3281237688,79.7177940691
"117",37.0333898090,90.9163110505
"118",9.3842970279,77.3898667748
"119",30.7034125774,91.2913996900
"120",17.1114742918,68.6429401624
"121",33.8090204314,70.7104482329
"122",11.7029169531,92.4602845521
"123",23.1924129677,96.2939871990
"124",22.9931418905,77.9813827104
"125",36.3614284680,78.6015916734
"126",19.8619522310,79.8709859883
"127",26.6073262584,79.0678452238
"128",12.8807004521,88.7623333363
"129",9.2145673080,91.8557463416
"130",21.5047668414,76.5797325181
"131",24.2018237483,94.5674753968
"132",32.8760018765,91.8658062468
"133",31.7770707107,92.1986215527
"134",27.9836263379,86.1220839833
"135",36.6796954825,82.6550863323
"136",19.1003310926,80.6555781530
"137",21.6542756277,85.0323576220
"138",35.3234963030,89.3339143013
"139",26.7612400796,89.5319707915
"140",16.2660298539,92.5080036523
"141",24.4170321491,80.9806891885
"142",29.2015291252,71.5636179345
"143",27.4162462159,92.7768878792
"144",9.1754975882,75.5758378538
"145",19.4870280428,94.8222523971
"146",22.5699080487,82.1585583025
"147",27.8639847191,89.0306823434
"148",26.5671276822,78.0395743561
"149",25.8342441229,93.9536680330
"150",28.5690507128,95.3903715157
"151",31.0158338441,79.5141466726
"152",14.8044535010,73.9593613910
"153",21.5236604422,73.5451734408
"154",10.9690126129,94.9400987435
"155",21.0029367174,87.4075111913
"156",31.2060887217,89.0388956777
"157",29.4806815434,93.9725294277
"158",11.4376559097,79.3790200007
"159",8.9682507818,96.1215054799
"160",27.5713954011,79.2166743616
"161",32.2777677569,84.9346809722
"162",23.0432933260,87.4272896207
"163",12.0019369484,91.7864730261
"164",13.8974911060,76.0310557728
"165",15.9582954536,87.3174283866
"166",17.8453289243,84.4312846001
"167",7.4746271577,86.0267075867
"168",30.0936310666,93.1735016725
"169",20.8081418340,73.4017512517
"170",25.0169082220,82.9384222384
"171",16.2328510410,75.1926835754
"172",16.5117916451,76.1706437106
"173",9.0179026341,86.3232376515
"174",34.3791120422,70.5275081164
"175",26.7294558211,84.2306552945
"176",25.4714929044,88.0571154229
"177",11.9660140016,78.7794915810
"178",10.0306570368,74.9524554705
"179",18.4393748705,71.0086719670
"180",35.0160555788,86.4576664855
"181",24.2520605507,77.2276542744
"182",12.1130052068,75.0491500370
"183",15.7290576911,74.9931262518
"184",15.3425087528,91.8611027480
"185",35.4139225984,89.3136056940
"186",17.8336634922,69.9427238634
"187",17.7475447837,71.9183344921
"188",9.5460066466,93.3428833629
"189",26.8171529976,96.5923930885
"190",24.8079844276,87.6762222108
"191",21.0972834603,81.1261719780
"192",19.9835858933,92.5700957571
"193",20.6141883374,79.4916706020
"194",35.6589868716,77.9453125386
"195",7.8205356322,82.0535032539
"196",13.7958743658,80.6039681035
"197",12.2764825406,72.3772712497
"198",14.5169162667,72.0722655313
"199",22.4154877410,88.3836201954
"200",8.7488826034,86.3988622127
"201",11.6869264124,84.8150779054
"202",34.6241583299,69.7215545233
"203",28.9959071814,95.5379127451
"204",23.9839765593,79.7448206089
"205",9.9536521232,80.2353563980
"206",9.8766382978,93.2633546888
"207",8.1976661764,73.0849825759
"208",31.0064182445,77.7467057557
"209",29.4851063738,77.0994974971
"210",15.6137254052,81.1135580047
"211",12.2840912031,76.1344273786
"212",8.1589427150,96.4923134500
"213",12.8848381821,84.5067402054
"214",26.1657023276,82.0716094941
"215",29.1547718730,84.6298051889
"216",25.3619211793,82.0542840772
"217",34.9008645482,73.3812777205
"218",14.8730596358,71.6038440852
"219",26.5039658623,95.2069771605
"220",15.9974559624,76.5592410414
"221",35.2349708507,79.2953540677
"222",13.9781350151,94.0442335157
"223",19.8423388504,71.7344995655
"224",18.0325036531,74.3160842501
"225",14.7429816885,82.2234052929
"226",28.0846144108,96.9991374163
"227",10.0242718162,84.2030339309
"228",13.9989141259,82.7758943351
"229",16.9844995580,89.4404600888
"230",25.5759842503,81.6740858983
"231",36.4275958028,83.3744904458
"232",7.5343312616,92.9026403666
"233",26.1708442804,76.7147629974
"234",8.2618861661,80.3849373020
"235",30.5292767363,69.9581653966
"236",31.6713978497,73.1736605903
"237",13.5650289107,84.6419156934
"238",19.9931878207,79.0821870359
"239",21.6006410551,95.1170700391
"240",10.4763048991,69.2471029332
"241",20.5567946429,88.1914191262
"242",20.5486458884,83.2558937069
"243",28.4585523769,75.8312608127
"244",17.9700928335,83.2880046967
"245",15.7112608114,87.9776516144
"246",32.9252319747,72.1660107416
"247",34.9408825996,78.8674962571
"248",32.1859623976,72.5371439798
"249",24.7503317101,74.8045600184
"250",12.2215706504,74.8756008136
"251",36.4102585491,75.7497702498
"252",14.6021197002,89.5888477134
"253",22.2886156649,86.5357777372
"254",8.3642120542,89.3945274058
"255",16.4859424592,85.4366250527
"256",34.9615130198,90.3675840646
"257",22.5201553861,83.5383387519
"258",27.5000380953,89.8074276530
"259",32.8115356147,73.9801313999
"260",8.3807489265,85.1100420927
"261",6.8296394391,68.5136389699
"262",23.7144199648,80.9046599804
"263",18.9738136422,69.6721341889
"264",23.1990448659,95.5281551823
"265",23.0726310667,72.3422559717
"266",30.8511897763,93.3380168986
"267",23.2635668981,78.4287852634
"268",13.5092843843,83.0018487254
"269",9.5139187662,95.8756645790
"270",29.8374790380,96.1306509258
"271",15.2318667272,68.6474474980
"272",35.0909654408,87.0408747335
"273",9.0401241915,73.2846951270
"274",8.7068352744,81.3559716507
"275",30.6170056745,70.7313396941
"276",14.6868562979,73.9929040445
"277",11.3583058393,75.5188227256
"278",19.0917209054,76.5069766821
"279",11.9259656542,75.9385115275
"280",8.7459947533,83.5430093359
"281",20.7378095122,95.0450016027
"282",27.2874144445,96.4362621438
"283",31.2239922136,79.6860919316
"284",21.1868335011,77.3000296902
"285",31.0758434011,74.5654670857
"286",27.7901479571,70.1064017243
"287",32.3643505926,76.0319905694
"288",15.9716074659,83.4608516254
"289",11.4446400631,96.6828342247
"290",13.1540723306,82.0101017156
"291",22.7601238249,69.8849630011
"292",9.0081869492,90.2132382917
"293",8.3462275951,91.6444291778
"294",17.7593683726,92.3624138948
"295",11.8132831133,68.6744343121
"296",8.0136875923,77.1849285481
"297",21.9450909538,69.2511028921
"298",18.5600909737,90.7877720683
"299",20.8313617850,87.1575749426
"300",29.5133502243,72.3487628409
"301",13.3284853783,80.3720419770
"302",27.0190998881,74.3113923719
"303",13.4248988906,91.6793584151
"304",27.5126988077,78.8744136369
"305",11.1830959847,69.3968585257
"306",18.6384250174,91.4656173702
"307",34.9860376291,83.5781726221
"308",31.8317865867,87.2153732946
"309",7.1674514350,95.0686460574
"310",28.6519014963,92.9609699353
"311",33.5640403760,91.7146083770
"312",30.5135880014,87.4527347876
"313",15.5650749766,78.3153885758
"314",20.9713804620,93.9070580940
"315",8.0869900783,69.5331379279
"316",18.2804065469,79.5492600480
"317",17.6394708330,78.3484699109
"318",13.7943058147,68.6374877340
"319",13.4813356523,74.4801118135
"320",33.5025094033,91.8301920757
"321",10.9857416551,73.4866847719
"322",11.0901114682,95.2349355605
"323",14.6172529748,71.7311187517
"324",18.3955740348,82.8859023788
"325",35.0009204653,80.6676871058
"326",6.9679015596,83.9646436330
"327",9.5026960656,93.9014899483
"328",15.6098303725,95.7760737254
"329",31.0282318256,94.3840920661
"330",31.8778017834,74.6576175126
"331",20.2600295313,75.0087962240
"332",23.9979948139,84.2339818582
"333",16.8607055087,82.0176531347
"334",36.2796885131,96.6623920716
"335",23.1716651375,75.5004817862
"336",14.1859888387,75.7164135019
"337",13.2355531536,72.8621624373
"338",26.3038218185,90.1086757138
"339",35.6789218077,74.9348738464
"340",24.1654757839,95.0270337264
"341",24.1345986385,68.5419777870
"342",20.2816539167,79.1576644281
"343",29.0773656050,73.8083741706
"344",16.5267486677,70.4793702140
"345",10.3526675985,70.4598052023
"346",14.4071639974,81.0106321940
"347",12.6047744258,87.9788947296
"348",9.2386021915,70.7547239840
"349",7.6486275919,75.4003950125
"350",29.5039791304,92.6211530056
"351",27.0184454088,75.1705313559
"352",18.9271342379,72.3111621353
"353",14.8106924071,93.1255244893
"354",35.5971350563,70.0718585832
"355",6.9929719475,69.8857983552
"356",28.2870487410,95.8790408726
"357",8.9795299961,71.6102229592
"358",16.0197796486,68.2310844272
"359",28.9624328653,86.7406808554
"360",16.1958590643,93.0723409705
"361",15.5206968371,81.8296642534
"362",10.7061389999,82.7911813794
"363",14.4344485485,76.7899694949
"364",36.2978756004,87.2075763471
"365",21.2775184773,74.6589137048
"366",24.9880932658,96.0315046854
"367",22.9491579236,82.7826453185
"368",35.4540345976,79.2202835281
"369",12.8067649078,88.0935139917
"370",11.4706124398,84.3159988376
"371",17.5267014012,84.0764667513
"372",19.2400693972,74.4215722571
"373",19.6876650338,96.3842607385
"374",21.7226041493,83.8424061114
"375",35.3378128053,89.3233071682
"376",20.7380686463,86.3545748022
"377",18.5354440316,85.9173316110
"378",8.2685666928,85.3496457969
"379",27.2472249675,89.8548527614
"380",8.2237475691,72.1429278293
"381",33.7141190523,83.1321532878
"382",17.2446059986,89.0490279261
"383",25.5806800022,69.3617340124
"384",34.8523615215,93.9321238325
"385",13.9995272396,75.9858140057
"386",14.4196147427,82.8525403897
"387",9.0541766618,88.3908447143
"388",12.3891104226,69.8471090084
"389",8.6776033396,83.3870961998
"390",24.9159540010,75.3623805367
"391",35.5146996645,70.3182103874
"392",21.7706392080,79.3941221435
"393",29.4958227803,86.2609871158
"394",24.2275300162,79.5947636618
"395",33.0909577905,90.2569632923
"396",7.6682448990,71.4839207920
"397",14.8829005302,72.2259745511
"398",27.8515338960,69.0672954969
"399",36.8931314148,93.2046388549
"400",34.6398670826,69.9132032753
"401",18.9502185778,74.6496667456
"402",35.3339740467,68.3517514184
"403",35.2232681446,95.8272587551
"404",28.6412044097,90.4972781308
"405",20.0158436047,85.7945401800
"406",36.6144108527,84.2015366179
"407",30.7830829564,96.9933665016
"408",33.1853527893,86.2296488603
"409",20.7137170280,92.6300796360
"410",7.4329725179,87.8107542102
"411",6.8776257493,75.0597003011
"412",22.2435782010,70.7893120767
"413",34.7488122131,69.2645805955
"414",12.5133333082,79.8241984596
"415",18.6249104145,95.4626180564
"416",10.5402311549,69.9595988098
"417",35.2490064476,89.9025914128
"418",20.9381551724,94.5732340385
"419",19.2464877945,79.8500687009
"420",10.3594115772,86.5070893271
"421",22.6030097717,69.8407886703
"422",14.9268675498,84.2416190057
"423",13.5132752605,93.1806487281
"424",26.1641221171,75.4682989885
"425",24.5384758913,94.2031606177
"426",24.5787527346,92.4431907110
"427",24.0517095231,85.5026651634
"428",12.9173922200,79.1986425312
"429",11.3438226676,89.8160027095
"430",8.0680283389,89.0552000838
"431",31.0843828826,88.3468378899
"432",29.9851315927,73.1214574762
"433",24.2507737509,88.2462532892
"434",29.5648806977,95.7014921053
"435",12.5974435753,69.8150943479
"436",36.0630517763,74.6414432410
"437",13.1380966778,83.7965356363
"438",25.1114585566,88.3493535072
"439",16.1936839613,92.0028269802
"440",28.5662177168,94.6215835612
"441",12.4793458173,69.7236598999
"442",8.5532063453,88.2443886676
"443",12.8744721360,92.3405421637
"444",26.4924819579,75.6840236304
"445",22.9518205932,77.2986683724
"446",22.0271074362,84.3175684483
"447",31.7008183488,71.5942271680
"448",10.1178175978,86.3240251510
"449",17.4221634519,83.5510295794
"450",16.4996458201,84.2238846256
"451",27.6102161616,96.2226243180
"452",8.0551220776,77.1933114924
"453",29.3929784096,87.7522513888
"454",14.2537869821,73.2716756422
"455",30.4464936357,92.5385038361
"456",32.1754015486,87.0398905201
"457",21.6887766905,69.2547716755
"458",22.6209727373,92.1206133725
"459",36.9350769241,94.7420710628
"460",22.0695101964,86.6849273102
"461",13.7584705049,71.0267318643
"462",26.4278887639,73.1524095492
"463",17.8166150590,87.1031921655
"464",13.9346148790,78.5115845326
"465",9.3170617173,93.2352748456
"466",35.3294922525,70.9498168139
"467",23.9920669125,86.8342705818
"468",20.7641524837,80.8934693071
"469",29.5832817517,71.6630531750
"470",13.0844933167,78.6821767814
"471",33.8304285105,69.4586968105
"472",7.6795864928,82.8000154106
"473",9.2249021970,78.2625634392
"474",30.4792822134,85.9037163053
"475",23.1863118334,92.1198380276
"476",31.7160356718,82.6908392154
"477",9.5887942271,74.2180057466
"478",27.6777533362,90.1146255433
"479",18.4813852653,76.7328580774
"480",13.4042767032,90.6154561144
"481",19.4611747766,84.4315951979
"482",29.8694358666,82.5623737626
"483",27.6552744754,75.5726253661
"484",20.0787989110,79.9685704207
"485",35.6868627458,87.0327535693
"486",24.4104034535,69.2658857939
"487",34.4562906576,70.8936686639
"488",36.4205191088,82.0072865958
"489",34.7996582904,77.3411255722
"490",7.2472514844,79.2379895996
"491",22.5884148644,69.5846094259
"492",11.8286500668,73.1422898803
"493",7.9090025663,84.8156805670
"494",22.8682431555,85.1495146987
"495",19.0265202449,92.8631732471
"496",20.9978847449,78.9558742819
"497",25.6097588033,90.7778252972
"498",34.2117739740,74.4959565055
"499",32.0744524798,93.7200204145
"500",21.3381872636,77.4216555730
"501",31.8426894022,81.4818729999
"502",6.8681602328,95.8203200421
"503",25.5783224694,72.4284776555
"504",21.8050342450,79.7558948001
"505",32.1280210825,95.9581525824
"506",30.5523545205,73.6147956426
"507",29.1830732248,74.2585201344
"508",17.2070653080,95.2968621227
"509",12.9070681698,93.6738634305
"510",21.0972437402,95.0753194070
"511",26.6463402044,93.9344431559
"512",20.8171927069,73.7869652379
"513",24.5882547631,89.9900444686
"514",21.6566970047,72.2542463669
"515",27.9615362534,72.0875013120
"516",16.0069305742,69.8348761264
"517",26.4325448066,86.1806454158
"518",11.2298178738,92.0363951067
"519",20.0649588895,72.5163901449
"520",23.6255989199,88.8010569852
"521",31.1915481697,91.3198571712
"522",36.6089681513,70.1349652367
"523",27.8501464650,69.5857549084
"524",27.9386625100,72.6742860234
"525",20.0421345010,75.8710986697
"526",14.8031310437,94.0506374020
"527",14.8852144059,91.4005034344
"528",14.6951660801,82.3112717674
"529",34.1138521624,78.3549514224
"530",35.7892578957,87.9674891248
"531",17.4098734474,85.2603337914
"532",34.0274752853,97.0225755057
"533",28.3051805481,94.8147340271
"534",24.0659276119,70.5859785870
"535",15.0376974104,90.9424201240
"536",10.9393615747,85.1585943541
"537",28.5870986418,86.5552661898
"538",34.6997183673,87.9659851211
"539",19.2993581019,77.7283192029
"540",12.6908804978,82.0135615912
"541",35.6240971066,68.7622438859
"542",24.4390258051,74.5987306563
"543",25.6558235486,68.3157044334
"544",22.2497595835,74.5703649424
"545",26.2554621023,77.6081968889
"546",31.4416639447,80.9297662752
"547",16.4826503549,68.2626232218
"548",36.1142625462,86.3727781256
"549",10.1802363638,88.0385668971
"550",15.2142226269,70.7195367803
"551",35.1652488688,68.2334034623
"552",27.5517990069,97.3578481385
"553",22.0622259441,77.2598443638
"554",32.8902953033,93.4175589046
"555",7.0246857755,79.1309717343
"556",17.8971385255,87.0564562072
"557",34.4206964726,73.5407651298
"558",9.0750193945,94.4195930094
"559",30.1814502495,91.8329041983
"560",35.2527784400,69.0513929962
"561",13.8695039611,76.2701775227
"562",23.0088883723,86.1978687450
"563",17.5390559487,79.2116009834
"564",21.6315657409,90.8737913893
"565",14.1212943130,82.3205627935
"566",28.1584220192,77.0286737765
"567",7.9073183383,92.1212833854
"568",28.7134241594,72.5412140323
"569",33.1514147358,87.3377867830
"570",12.2135406038,84.7996413995
"571",19.4756715091,73.2149743004
"572",33.0265483849,76.2431471622
"573",28.1673268048,76.2626245127
"574",30.1358581535,79.6681531100
"575",12.9881784039,68.3268571190
"576",14.1678451609,70.3513760199
"577",16.0178027394,79.2397328968
"578",36.4453206746,90.8730865758
"579",33.4643502694,73.6081978374
"580",14.8050735063,71.9646700425
"581",29.4545625564,71.9194520249
"582",15.0238220216,79.8834316177
"583",33.4050112961,71.8195818398
"584",30.0519028944,94.7318153578
"585",22.4717765477,82.1775575240
"586",9.6302658095,85.5197632988
"587",28.8466334289,78.1544265165
"588",24.1748148763,96.9641881142
"589",34.1520549914,76.2150760942
"590",25.5426150772,78.7658403712
"591",12.9861804588,91.6116428518
"592",8.8288149488,86.1793173236
"593",29.2568394339,94.2433735090
"594",29.0607789459,82.4667630485
"595",19.0569646774,70.5520749783
"596",17.9518356928,74.0503515993
"597",23.4839185129,92.0188921458
"598",13.9024737279,80.0985046800
"599",35.0474363636,79.0299638932
"600",8.8159445507,75.7135229880
"601",9.0640680995,80.9620465952
"602",10.6264939883,91.1247542659
"603",14.3062073145,75.4914558676
"604",20.4473640509,70.8320051818
"605",34.6394396362,93.1443631149
"606",15.5849727178,76.7189253125
"607",18.5487238388,69.1218229483
"608",34.4946353419,77.9344183102
"609",25.6876913526,94.1187506439
"610",26.3242245415,89.3187647021
"611",26.5703748542,85.3167253929
"612",37.0768544759,86.1848698423
"613",14.8853473797,93.7614140474
"614",12.6608997314,74.1639405167
"615",18.7535351979,76.5317379535
"616",9.2056057611,84.3787079700
"617",29.4267185539,90.4552669843
"618",34.6784802837,93.7352238600
"619",18.6905184878,71.2246795027
"620",23.4711277522,68.2344997611
"621",32.4559042822,71.0448649086
"622",31.6987551022,86.2886538275
"623",11.3093315101,69.1250194811
"624",10.3235610381,70.5787119491
"625",13.2899673657,68.6588989886
"626",17.1307397258,96.8185588561
"627",18.1876917741,78.0801268869
"628",31.6522590682,70.6218182179
"629",30.3852120147,79.3399557121
"630",20.5556563555,95.1200980514
"631",19.4397327953,80.0400292248
"632",7.6392135482,80.3533693098
"633",17.9919778068,81.3485992663
"634",33.1647009098,84.8990279923
"635",21.7092551581,78.2519461599
"636",27.6754147367,76.1059040316
"637",30.4866925511,83.6692198426
"638",16.2154228661,96.2034216619
"639",24.0830905330,88.6834777882
"640",18.5395393207,86.6190233636
"641",25.2170693596,72.6326823797
"642",6.9793122437,71.6285075617
"643",36.2452780451,87.4714968592
"644",35.2835304489,74.2619949790
"645",15.7660814953,87.2470760985
"646",36.0816420918,84.4753971736
"647",23.1105898570,77.7994410591
"648",21.8165080653,81.0172610099
"649",27.1495495829,85.8919410577
"650",17.6173883034,81.9048193475
"651",17.0862563137,77.0030424444
"652",22.7730533486,79.1080789567
"653",25.0199172711,82.0721501904
"654",20.8012470061,75.2465934015
"655",7.8712617261,81.1345754616
"656",15.1731546555,75.6512776509
"657",28.2666487608,77.0333596076
"658",7.9514145368,83.3468963372
"659",23.0173942219,83.6121624606
"660",35.3023717112,84.7006189322
"661",19.0839589604,73.2143576226
"662",32.1608475046,83.6758976754
"663",12.8665416675,73.6333893117
"664",8.0365558783,73.1692689495
"665",32.5201020043,73.0782779187
"666",34.7397612375,90.1304866307
"667",10.9887035007,70.9371986215
"668",29.2312180444,93.9461472252
"669",14.7774027661,77.1559962834
"670",32.4656103203,80.6181266093
"671",29.5922057496,82.7596014057
"672",14.7444473634,84.6227331030
"673",19.3365468105,86.1291552846
"674",9.4285543664,87.8126919870
"675",30.9910767159,83.6682185981
"676",34.0694650341,84.8162480895
"677",26.5262545097,90.8612377886
"678",12.9010975392,72.5309417387
"679",23.4312146334,68.8318223820
"680",19.1784900251,85.1242563979
"681",12.0827853858,84.9826229585
"682",9.7987782240,69.6649842471
"683",22.0193084354,82.1878379699
"684",28.6475257401,79.0797256093
"685",25.7650907633,68.9518509270
"686",11.2717942623,86.5174688317
"687",32.8413736880,92.7238813664
"688",29.7379540957,68.7898463315
"689",33.2425236562,78.9896006597
"690",8.8783756735,83.9898630787
"691",18.7847907549,70.3021542531
"692",22.8065932003,93.3156929386
"693",21.9603724981,74.6729874754
"694",7.1981986177,70.2199897143
"695",18.1902985285,88.8826697327
"696",28.6904680904,91.0917461372
"697",22.0522118725,96.2339283164
"698",23.4293978478,69.3001902567
"699",18.5305875953,93.8067858073
"700",10.7400960967,77.5967099815
"701",22.3169344229,93.5486881834
"702",30.5409342455,92.8980463327
"703",22.0101243462,81.5941603660
"704",15.5176342777,76.9784327590
"705",9.0853522111,91.5582056309
"706",34.9180538989,90.7550970855
"707",34.3106187407,73.9251573835
"708",13.0171333413,72.1616446993
"709",8.8161158844,87.9749501354
"710",10.8264573684,72.4871995542
"711",11.4221842598,75.4713003116
"712",29.9377033600,75.8899150376
"713",9.2338698216,95.1418273535
"714",16.6337686683,80.5826994506
"715",28.1838307331,76.3738158233
"716",7.8105737331,78.2856979945
"717",7.3005202454,70.9254706877
"718",33.5662985773,75.2052808665
"719",23.0590673858,81.3522348240
"720",7.6233862674,95.7382839507
"721",27.6419785294,96.2842196569
"722",10.6690980621,78.9298679821
"723",7.4764872393,80.7866783234
"724",34.7226834610,78.2951965504
"725",16.6601548363,83.5596005436
"726",18.6298830100,86.1153683563
"727",12.8517615213,88.5998587720
"728",21.9347631588,88.0724149172
"729",9.2666372874,84.1531153402
"730",12.1784330089,89.8312298964
"731",18.6317780278,85.9997354611
"732",26.2474767246,88.3887782383
"733",21.0027293542,95.2694827559
"734",23.1884077222,96.6962301380
"735",17.0460180901,80.5140550391
"736",20.7960734636,90.9299808995
"737",34.8136007316,74.9418295164
"738",11.1202035502,85.3412946582
"739",33.4530767047,73.5302748621
"740",32.3087992362,86.4771733107
"741",33.6657561709,96.1208531541
"742",13.2519217675,80.6637688946
"743",31.1122399437,84.0840661930
"744",11.3885890316,80.7807841729
"745",16.2202963980,86.6430528816
"746",25.1058844605,76.9575085504
"747",20.1604379442,74.3705276347
"748",13.7382033940,75.7793670680
"749",16.5060224821,87.2197738865
"750",24.9368349676,76.2835058490
"751",36.3624723224,69.6664449901
"752",26.0600809075,91.6351347143
"753",15.4111271162,69.4055364846
"754",22.1649440033,89.9711518376
"755",9.2199749917,85.1700809050
"756",32.0494757271,80.7249365760
"757",35.6612515874,73.1214367561
"758",36.8136234969,78.6080713282
"759",27.7368818509,72.8138102596
"760",7.8321005387,74.4883260994
"761",9.3039876452,87.1298103599
"762",18.8628252171,95.2150457635
"763",19.9698240969,96.3166963217
"764",30.9611128978,93.6717836895
"765",26.1705078672,75.9324154046
"766",35.2587245767,72.5469498592
"767",11.1995906960,72.0059880211
"768",31.7025448864,80.0645517533
"769",26.2834706239,93.3675401713
"770",23.2178894071,96.4678348742
"771",8.6710880273,90.1637877492
"772",30.1322480080,76.5348097640
"773",10.2086337395,69.8782569474
"774",8.3268206174,77.1201971022
"775",35.8355254311,92.7463882712
"776",34.6033046039,77.2141567242
"777",7.4228546566,93.2606753041
"778",9.0199723315,96.0223975846
"779",19.7938785140,80.1418746583
"780",7.8718915568,80.6507569355
"781",7.5407289192,91.1931010369
"782",31.2392865187,91.8897731728
"783",34.4048700019,92.1167761100
"784",30.4216181912,73.7204413790
"785",14.5028345762,89.9049871443
"786",20.1048402892,87.7986999842
"787",36.8715170191,85.7100159921
"788",14.4159011276,96.1824724045
"789",12.2719480852,92.3140148133
"790",8.9809636332,94.0617357269
"791",30.0525450398,77.4604280335
"792",13.9237180050,75.9060981961
"793",13.1983529904,71.1391976801
"794",18.7325789307,74.9840689310
"795",28.1353513278,82.4414379617
"796",27.8560321060,87.5384767425
"797",19.5703682327,88.1637900874
"798",8.1886484436,95.5137711603
"799",35.3617882516,69.2869159030
"800",36.0351925018,76.8427691181
"801",17.3963664010,70.5804792444
"802",17.2363133436,83.9088330862
"803",19.1439486637,69.5860473504
"804",22.2991689326,68.3810885612
"805",15.3412389703,93.5571374220
"806",16.5656960517,74.7878733013
"807",30.9031572529,87.7916207850
"808",36.7900913664,70.8439750292
"809",18.8936024476,79.6074876881
"810",7.6453646363,95.2832818502
"811",22.0234553163,73.1588691358
"812",35.5726349027,76.4975936014
"813",21.7059401818,68.2115963206
"814",21.0075128276,79.5176185977
"815",19.1952864677,92.7288016442
"816",36.3176058986,84.4741962938
"817",20.2091095314,73.4307205884
"818",26.8943761185,71.4816057711
"819",31.8500044758,73.9720591633
"820",18.6984086426,94.2123085062
"821",27.9536874795,84.5311454241
